Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,label_conflict,Review_Clean,Review_Preprocessed,Sentiment_Label,Emotion_Label
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Jakarta Barat,176000,4.9,2126,1139,4,Model dan warna aku suka tp pemasangan sedikit ribet moga ja awet,Positive,Happy,False,model dan warna aku suka tp pemasangan sedikit ribet moga ja awet,model warna aku suka tp pasang sedikit ribet moga ja awet,1,4
Electronics,PowerBank ROBOT 10000mAh RT180 Dual Input Port Type C & Micro USB - Hijau,Jakarta Utara,250000,4.9,6785,3682,4,barang mantapppp original robot. harga juga lumayannnn okeee,Positive,Happy,False,barang mantapp original robot. harga juga lumayann okee,barang mantapp original robot harga lumayann okee,1,4
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,Jakarta Utara,569000,4.9,28507,16953,4,"bagus, original, suara lumayan, semua touch control nya berfungsi dengan baik, batre lumayan awet.",Positive,Happy,False,"bagus, original, suara lumayan, semua touch control nya berfungsi dengan baik, batre lumayan awet.",bagus original suara lumayan semua touch control nya fungsi baik batre lumayan awet,1,4
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Kota Batam,90000,4.7,414,130,4,Barangnya original. Mutu terjamin SNI. Gampang dipakai. Hemat listrik. Modelnya keren. Hemat listrik,Positive,Happy,False,barangnya original. mutu terjamin sni. gampang dipakai. hemat listrik. modelnya keren. hemat listrik,barang original mutu jamin sni gampang pakai hemat listrik model keren hemat listrik,1,4
Electronics,Lampu LED 212 Lampu Taman Lampu Tenaga Surya Sensor Gerak - 100 LED,Kota Tangerang,69000,4.6,1817,559,4,"Barangnya berfungsi dengan baik, semoga baterainya awet ya",Positive,Happy,False,"barangnya berfungsi dengan baik, semoga baterainya awet ya",barang fungsi baik moga baterai awet,1,4
Electronics,Bundling Speaker G2 Bluetooth Mega Audio Mg 2 & Holder Gurita HP,Kota Makassar,50000,4.6,2321,548,4,Proses pesanan cepat. Packaging rapi.,Positive,Happy,False,proses pesanan cepat. packaging rapi.,proses pesan cepat packaging rapi,1,4
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Jakarta Barat,90000,4.5,11529,3548,4,"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",Positive,Happy,False,"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",sesuai harga lumayan lah lebih kencang speaker hp,1,4
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Jakarta Pusat,32500,4.7,15608,3225,4,Harganya terjangkau. Koneksi Android lancar.,Positive,Happy,False,harganya terjangkau. koneksi android lancar.,harga jangkau koneksi android lancar,1,4
Electronics,Lampu LED Strip RGB 5050 IP44,Jakarta Barat,65000,4.7,6612,1010,4,"Produk cepat sampai dan sesuai deskripsi, tapi chat nya slow respon overall bagus",Positive,Happy,False,"produk cepat sampai dan sesuai deskripsi, tapi chat nya slow respon overall bagus",produk cepat sesuai deskripsi chat nya slow respon overall bagus,1,4
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,Jakarta Pusat,59900,4.9,5371,2426,3,"kesel ama durasi pengirimannya doang, overall barangnya bagus kok",Positive,Happy,False,"kesel ama durasi pengirimannya doang, overall barangnya bagus kok",kesel ama durasi kirim doang overall barang bagus kok,1,4
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,Jakarta Utara,79000,4.9,1816,701,3,Barang nya ok.. cuma proses kirim nya agak lama dan admin nya harus nya dichat dulu baru di proses barang nya.,Positive,Happy,False,barang nya ok. cuma proses kirim nya agak lama dan admin nya harus nya dichat dulu baru di proses barang nya.,barang nya cuma proses kirim nya lama admin nya nya dichat dulu baru proses barang nya,1,4
Electronics,Kova Liko Kompor Listrik Mini Stove Moka Pot Seduh V60 Manual Brew - Hitam,Jakarta Barat,84900,4.8,2052,966,3,"barang sangat lama datang, dan ada sedikit penyot di bagian lampu indikator, tapi alhamdulillah berfungsi dgn baik",Positive,Happy,False,"barang sangat lama datang, dan ada sedikit penyot di bagian lampu indikator, tapi alhamdulillah berfungsi dgn baik",barang sangat lama datang sedikit penyot bagi lampu indikator alhamdulillah fungsi dgn baik,1,4
Electronics,Bundling Speaker G2 Bluetooth Mega Audio Mg 2 & Holder Gurita HP,Kota Makassar,50000,4.6,2321,548,3,suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri Proses pesanan cepat. Packaging aman. Packaging rapi.,Positive,Happy,False,suaranya jernih tp kurang keras dan casnya gk berfungsi tp gpp sy punya cas sndri proses pesanan cepat. packaging aman. packaging rapi.,suara jernih tp kurang keras cas gk fungsi tp gpp sy punya cas sndri proses pesan cepat packaging aman packaging rapi,1,4
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Jakarta Barat,90000,4.5,11529,3548,3,Barangnya lumayan bagus hanya saja kurang bass nya,Positive,Happy,False,barangnya lumayan bagus hanya saja kurang bass nya,barang lumayan bagus kurang bass nya,1,4
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Jakarta Pusat,32500,4.7,15608,3225,3,kurang bass tapi Harganya terjangkau. Proses pesanan cepat.,Positive,Happy,False,kurang bass tapi harganya terjangkau. proses pesanan cepat.,kurang bass harga jangkau proses pesan cepat,1,4
Electronics,Lampu LED Strip RGB 5050 IP44,Jakarta Barat,65000,4.7,6612,1010,3,Solatip nya kurang merekat tapi lampunya topp,Positive,Happy,False,solatip nya kurang merekat tapi lampunya topp,solatip nya kurang rekat lampu topp,1,4
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Jakarta Barat,176000,4.9,2126,1139,3,"Kipas ok, namun packingnya rusak, dosnya sudah terbuka.",Positive,Happy,False,"kipas ok, namun packingnya rusak, dosnya sudah terbuka.",kipas packingnya rusak dos buka,1,4
Electronics,NO TOUCH BUTTON ACCESS DOOR LIFT TOUCHLESS INFRARED SENSOR 12V-24V - POLOS,Kab. Tangerang,45000,4.9,4045,475,3,ternyata kecil. belum pasang. semoga berfungsi baik.,Positive,Happy,False,ternyata kecil. belum pasang. semoga berfungsi baik.,nyata kecil belum pasang moga fungsi baik,1,4
Electronics,ezviz c6n 2mp wifi camera wireless garansi resmi Indonesia - C6N,Surabaya,379000,4.9,2163,677,3,"Ini pembelian saya yang kedua kali, pada saat saya terima kondisi segel sudah terbuka dan kartu garansi beda dengan 2 unit yang saya sebelumnya meskipun garansi resmi Indonesia dan unit IP Cameranya berbahasa Indonesia serta kondisi unit bisa dinyalakan. Saran saja sebelum barang dikirim disampaikan saja kondisinya supaya lebih transparan.",Positive,Happy,False,"ini pembelian saya yang kedua kali, pada saat saya terima kondisi segel sudah terbuka dan kartu garansi beda dengan 2 unit yang saya sebelumnya meskipun garansi resmi indonesia dan unit ip cameranya berbahasa indonesia serta kondisi unit bisa dinyalakan. saran saja sebelum barang dikirim disampaikan saja kondisinya supaya lebih transparan.",beli dua kali terima kondisi segel buka kartu garansi beda unit belum meski garansi resmi indonesia unit ip cameranya bahasa indonesia kondisi unit nyala saran barang kirim sampai kondisi lebih transparan,1,4
Electronics,azdome dash camera 1080p dual camera with parking mode - M17Front,Jakarta Barat,699999,4.9,3800,1825,3,"full hd dan 2k hasil video nya masih noisy gak gitu jelas pun, ada harga ada rupa, overall masih acceptable di range harga ini.",Positive,Happy,False,"full hd dan 2k hasil video nya masih noisy gak gitu jelas pun, ada harga ada rupa, overall masih acceptable di range harga ini.",full hd hasil video nya noisy gak gitu jelas harga rupa overall acceptable range harga,1,4
Electronics,Bardi Smart Home WIFI Window & Door Sensor - no hub required,Jakarta Barat,184000,4.9,7516,2494,3,Di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau enggak.Tapi automationnya lumayan lengkapnlah,Positive,Happy,False,di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau enggak.tapi automationnya lumayan lengkapnlah,aplikasi gak lihat kalo pintu buka enggak automationnya lumayan lengkapnlah,1,4
Electronics,Power Supply 10A / 12V Adaptor CCTV CENTRAL,Jakarta Barat,74600,4.9,3981,998,3,Berfungsi tapi sayangnya penyok,Positive,Happy,False,berfungsi tapi sayangnya penyok,fungsi sayang penyok,1,4
Electronics,"Mesin Absensi BioFinger AT-100, 500 Jari, USB Flash, EXCEL, Murah, Grs",Kota Surabaya,415000,4.9,148,75,5,Barang berfungsi dengan baik. Packaging aman . Barang Mudah Digunakan.,Positive,Happy,False,barang berfungsi dengan baik. packaging aman . barang mudah digunakan.,barang fungsi baik packaging aman barang mudah guna,1,4
Electronics,"Mesin Absensi BioFinger AT-100, 500 Jari, USB Flash, EXCEL, Murah, Grs",Kota Surabaya,415000,4.9,148,75,5,"Oke mantap, pengiriman cepat, seller ramah fast response. Produk sesuai harapan. Thanks",Positive,Happy,False,"oke mantap, pengiriman cepat, seller ramah fast response. produk sesuai harapan. thanks",oke mantap kirim cepat seller ramah fast response produk sesuai harap thanks,1,4
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Jakarta Utara,480000,4.9,224,97,5,Packaging rapi. Gampang dipakai. Desainnya elegan ?. Ada baret dikit tp masi ok lah overall,Positive,Happy,False,packaging rapi. gampang dipakai. desainnya elegan ?. ada baret dikit tp masi ok lah overall,packaging rapi gampang pakai desain elegan baret dikit tp mas lah overall,1,4
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Jakarta Utara,480000,4.9,224,97,5,"fast respon, barang bagus panasnya juga bagus",Positive,Happy,False,"fast respon, barang bagus panasnya juga bagus",fast respon barang bagus panas bagus,1,4
Electronics,DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Jakarta Utara,480000,4.9,224,97,5,"Alhamdulillah barang sudah diterima dg baik,respon penjualnya top deh.semoga makin sukses,Abang kurirnya ramah.terimakasih",Positive,Happy,False,"alhamdulillah barang sudah diterima dg baik,respon penjualnya top deh.semoga makin sukses,abang kurirnya ramah.terimakasih",alhamdulillah barang terima dg baik respon jual top deh moga makin sukses abang kurir ramah terimakasih,1,4
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,5,Barangnya original . Gampang dipakai. Ada garansi resmi. Penjualnya ramah banget.,Positive,Happy,False,barangnya original . gampang dipakai. ada garansi resmi. penjualnya ramah banget.,barang original gampang pakai garansi resmi jual ramah banget,1,4
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,5,Barang bagus dan berfungsi dengan baik. Hasil pengepelan juga bersih. Pengiriman cepat.,Positive,Happy,False,barang bagus dan berfungsi dengan baik. hasil pengepelan juga bersih. pengiriman cepat.,barang bagus fungsi baik hasil kepel bersih kirim cepat,1,4
Electronics,Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Kota Bandung,379000,5.0,1700,643,1,"segel rusak agak ragu sih dengan kualitas nya sempet komplain ,disertakan video unboxing saat paket datang. tp sama penjual direspons negative. yasudahlah. kapok beli disini",Negative,Fear,False,"segel rusak agak ragu sih dengan kualitas nya sempet komplain ,disertakan video unboxing saat paket datang. tp sama penjual direspons negative. yasudahlah. kapok beli disini",segel rusak ragu sih kualitas nya sempet komplain serta video unboxing paket datang tp sama jual respons negative yasudahlah kapok beli sini,0,1
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,2,"Barang dateng pake kurir toko, di unboxing trnyt ad lecet/baret ampe besi ny keliatan sesuai dengan foto yg saya ambil. Dlm chat dgn owner tidak ad pertanggung jwban, chat sy cm di read dr smnjk kmrn mlm (6 april 2020 jam 8an mlm, smpe skg tgl 7 april 2020 jam 16.30an)",Negative,Anger,False,"barang dateng pake kurir toko, di unboxing trnyt ad lecet/baret ampe besi ny keliatan sesuai dengan foto yg saya ambil. dlm chat dgn owner tidak ad pertanggung jwban, chat sy cm di read dr smnjk kmrn mlm (6 april 2020 jam 8an mlm, smpe skg tgl 7 april 2020 jam 16.30an)",barang dateng pake kurir toko unboxing trnyt ad lecet baret ampe besi ny liat sesuai foto yg ambil dlm chat dgn owner tidak ad tanggung jwban chat sy cm read dr smnjk kmrn mlm april jam an mlm smpe skg tgl april jam an,0,0
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,Jakarta Barat,1640000,4.9,2301,1060,2,"Awalnya coba2 beli merk ini tapi ternyata kulkasnya ga bagus, pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",Negative,Anger,False,"awalnya coba2 beli merk ini tapi ternyata kulkasnya ga bagus, pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",awal coba beli merk nyata kulkas ga bagus proses dingin kompressornya suranya keras berisik sumpah ganggu banget,0,0
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,2,Baru datang saya rakit Coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai Untung kulkas tidak jatuh,Negative,Sadness,False,baru datang saya rakit coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai untung kulkas tidak jatuh,baru datang rakit coba naik kulkas baru sebentar kaki patah al hasil tidak pakai untung kulkas tidak jatuh,0,2
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,Jakarta Timur,72500,4.8,2129,997,1,Barangnya ringkih bgt. Saya baru pake udh penyok. Pdhl saya pake untuk mesin cuci 7 kg. Maap.,Negative,Sadness,False,barangnya ringkih bgt. saya baru pake udh penyok. pdhl saya pake untuk mesin cuci 7 kg. maap.,barang ringkih bgt baru pake udh penyok pdhl pake mesin cuci kg maap,0,2
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),Jakarta Barat,355000,4.9,2351,710,1,"Gak guna dibeli, aplikasi semua gabisa. Moka Cashlez semua gabisa. dulu beli apa juga ga connect. no recomended. harga mahal. support jelek",Negative,Fear,False,"gak guna dibeli, aplikasi semua gabisa. moka cashlez semua gabisa. dulu beli apa juga ga connect. no recomended. harga mahal. support jelek",gak beli aplikasi semua gabisa moka cashlez semua gabisa dulu beli apa ga connect no recomended harga mahal support jelek,0,1
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,Jakarta Barat,320000,4.9,451,208,2,"dikirimnya lama, plus batrenya cuma 1500mah alias tdk sesuai pic.",Negative,Fear,False,"dikirimnya lama, plus batrenya cuma 1500mah alias tdk sesuai pic.",kirim lama plus batrenya cuma mah alias tdk sesuai pic,0,1
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,3,Drawlernya ga bisa kebuka manual ataupun yg otomatis,Negative,Sadness,False,drawlernya ga bisa kebuka manual ataupun yg otomatis,drawlernya ga buka manual atau yg otomatis,0,2
Electronics,Paket Mesin Kasir Android Untuk Restoran,Jakarta Barat,2280000,4.9,990,426,1,Lacinya sering macet tidak terbuka otomatis,Negative,Sadness,False,lacinya sering macet tidak terbuka otomatis,laci sering macet tidak buka otomatis,0,2
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,3,pakingnya kurang aman. di pakein dus tipis doang. pdahal elektronik dg barang riskan pecah kalo di tumpuk brng lain,Negative,Sadness,False,pakingnya kurang aman. di pakein dus tipis doang. pdahal elektronik dg barang riskan pecah kalo di tumpuk brng lain,paking kurang aman pakein dus tipis doang pdahal elektronik dg barang riskan pecah kalo tumpuk brng,0,2
Electronics,Kit Mp3 Bluetooth,Kota Surabaya,31500,4.9,10884,1083,2,"tidak sesuai yang diharapkan, volume tidak besar kencang",Negative,Fear,False,"tidak sesuai yang diharapkan, volume tidak besar kencang",tidak sesuai harap volume tidak besar kencang,0,1
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,1,"ad retak di bagian kasingnya yg ad logo bluetooth nya, untuk unit MP3 kit blom di tes mudah2han nyala, setelah di tes ternyata gak ad suaranya padahal kalo pake modul MP3 lain nyala jadi keluar biaya 2x niat hemat malah buntung",Negative,Sadness,False,"ad retak di bagian kasingnya yg ad logo bluetooth nya, untuk unit mp3 kit blom di tes mudah2han nyala, setelah di tes ternyata gak ad suaranya padahal kalo pake modul mp3 lain nyala jadi keluar biaya 2x niat hemat malah buntung",ad retak bagi kasingnya yg ad logo bluetooth nya unit mp kit blom tes mudah han nyala tes nyata gak ad suara padahal kalo pake modul mp nyala jadi keluar biaya niat hemat malah buntung,0,2
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,3,"klo bisa di test dulu , minimal nyala .kondisi barang yg sampai ke saya tidak bisa nyala , ada komponen dioda yg gak terpasang di power 5v input.overall sih ok , bisa sy perbaiki dari pada retur.thanks",Negative,Fear,False,"klo bisa di test dulu , minimal nyala .kondisi barang yg sampai ke saya tidak bisa nyala , ada komponen dioda yg gak terpasang di power 5v input.overall sih ok , bisa sy perbaiki dari pada retur.thanks",klo test dulu minimal nyala kondisi barang yg tidak nyala komponen dioda yg gak pasang power input overall sih sy baik retur thanks,0,1
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,Jakarta Barat,30000,4.8,2893,878,2,"packing kurang rapi, tidak aman,, dus penyok...player hancur.....",Negative,Sadness,False,"packing kurang rapi, tidak aman, dus penyok.player hancur.",packing kurang rapi tidak aman dus penyok player hancur,0,2
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,Jakarta Utara,56000,4.9,1186,422,1,"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!",Negative,Fear,False,"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!",tidak sesuai deskripsi tidak sesuai gambar bbrapa tombol yg tidak fungsi mau retur mau ganti dg model yg backlight ga masalah nambah biaya tp respon seller biikin kecewa,0,1
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,Jakarta Utara,56000,4.9,1186,422,1,Banyak tombol yg rusak... Batre rusak tidak bisa di charge.,Negative,Anger,False,banyak tombol yg rusak. batre rusak tidak bisa di charge.,banyak tombol yg rusak batre rusak tidak charge,0,0
Electronics,Xiaomi MiBox Mi Box S Mi Box 4 Internasional Android TV MDZ-22-AB - TanpaKeyboard,Kota Malang,945000,4.9,533,226,1,"Aplikasi banyak yang gak bisa kebuka. Cm bs youtube aja. Wirelles keyboard arah atas,back dan angka 3 tidak bisa. Kecewa tidak dilakukan pengecekan dlu sebelum dikirim. Niat mau nonton bein jadi tidak bisa. Remote mi boxnya jg tdk bisa.",Negative,Sadness,False,"aplikasi banyak yang gak bisa kebuka. cm bs youtube aja. wirelles keyboard arah atas,back dan angka 3 tidak bisa. kecewa tidak dilakukan pengecekan dlu sebelum dikirim. niat mau nonton bein jadi tidak bisa. remote mi boxnya jg tdk bisa.",aplikasi banyak gak buka cm bs youtube aja wirelles keyboard arah atas back angka tidak kecewa tidak laku kece dlu kirim niat mau nonton bein jadi tidak remote mi boxnya jg tdk,0,2
Electronics,Original RUIZU X50 8Gb BLUETOOTH Sport MP3 Player DAP TF FM Pedo V X02,Jakarta Barat,399000,4.8,618,263,2,"Tidak bisa upload atau transfer file dari komputer ke MP3 player, padalhan sudah gonti USB cable data yg terbaik dan sudah update USB drive nya. Ternyata harus beli external memory card, awalnya tertulis internal 4GB :(",Negative,Sadness,False,"tidak bisa upload atau transfer file dari komputer ke mp3 player, padalhan sudah gonti usb cable data yg terbaik dan sudah update usb drive nya. ternyata harus beli external memory card, awalnya tertulis internal 4gb :(",tidak upload transfer file komputer mp player padalhan gonti usb cable data yg baik update usb drive nya nyata beli external memory card awal tulis internal gb,0,2
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,Kota Tangerang Selatan,69000,4.8,683,228,2,"pengiriman cepet, tapi qualitas barangnya jelek, kekuatan baterai nya cuma bertahan 30-40 menit, klo dicas ada suara berdesis.",Negative,Anger,False,"pengiriman cepet, tapi qualitas barangnya jelek, kekuatan baterai nya cuma bertahan 30-40 menit, klo dicas ada suara berdesis.",kirim cepet qualitas barang jelek kuat baterai nya cuma tahan menit klo cas suara desis,0,0
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,Kota Tangerang Selatan,69000,4.8,683,228,2,"Suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. Bikin sakit telinga.",Negative,Sadness,False,"suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. bikin sakit telinga.",suara noise sedang cari salur radio letup sangat ganggu padahal sedang ada mode bluetooth dengar musik bikin sakit telinga,0,2
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,Kota Tangerang Selatan,399000,4.9,2439,1107,3,"yg satu error mulu. jadinya repot. kadang hidupnya susah, kalauoun hidup, harusbpakai headset, sebab mic nya nyala mati",Negative,Sadness,False,"yg satu error mulu. jadinya repot. kadang hidupnya susah, kalauoun hidup, harusbpakai headset, sebab mic nya nyala mati",yg satu error mulu jadi repot kadang hidup susah kalauoun hidup harusbpakai headset mic nya nyala mati,0,2
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,Kota Tangerang Selatan,399000,4.9,2439,1107,1,"nggak recomended saya sdh tes wtnya katany jarak 1km, ini 100 meter saja sdh gangguan",Negative,Fear,False,"nggak recomended saya sdh tes wtnya katany jarak 1km, ini 100 meter saja sdh gangguan",recomended sdh tes wtnya katany jarak km meter sdh ganggu,0,1
Electronics,AUQOZ A8 Handy Mini Walkie Talkie - Radio HT New 888s by Pofung,Kota Tangerang Selatan,399000,4.9,2439,1107,1,"1 ga bisa nyala, 1 mati2 suaranya",Negative,Sadness,False,"1 ga bisa nyala, 1 mati2 suaranya",ga nyala mati suara,0,2
Electronics,Baterai Case AAA ke AA Adaptor Battery Konverter Adapter A3 to A2,Jakarta Barat,4500,4.9,748,169,1,"Seller 2x masalah dalam pengiriman barang. Pertama, saya beli 3 macam barang yg di kirim cuman 1 macam. Kedua, barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya. Alhasil cuman 2 barang yg saya pesan yg nyampe. Ngasih resi jg tidak sesuai di pengajuan komplain, admin slow respon, official store ga menjamin deh",Negative,Sadness,False,"seller 2x masalah dalam pengiriman barang. pertama, saya beli 3 macam barang yg di kirim cuman 1 macam. kedua, barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya. alhasil cuman 2 barang yg saya pesan yg nyampe. ngasih resi jg tidak sesuai di pengajuan komplain, admin slow respon, official store ga menjamin deh",seller masalah kirim barang pertama beli macam barang yg kirim cuman macam dua barang yg kurang kirim tidak usai pesan alhasil cuman barang yg pesan yg nyampe ngasih resi jg tidak sesuai aju komplain admin slow respon official store ga jamin deh,0,2
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,1,"barang tdk bs di pake ,ring tune jg g bunyi.kecewa",Negative,Sadness,False,"barang tdk bs di pake ,ring tune jg g bunyi.kecewa",barang tdk bs pake ring tune jg bunyi kecewa,0,2
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,1,"barang tdk bisa dipakai, suara tdk keluar ... sangat mengecewakan",Negative,Sadness,False,"barang tdk bisa dipakai, suara tdk keluar . sangat mengecewakan",barang tdk pakai suara tdk keluar sangat kecewa,0,2
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,2,"Mic Speakernya Rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!",Negative,Anger,False,"mic speakernya rusak, suaranya terlampau kecil banget, nyaris gak bisa dengar. hmm not worth it. gak di cek dulu sebelum kirim!",mic speakernya rusak suara lampau kecil banget nyaris gak dengar hmm not worth it gak cek dulu kirim,0,0
Electronics,Telephone rumah single line analog standar panasonic KX-TS505 SECOND - Merah,Jakarta Pusat,69000,4.9,862,344,3,Ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,Negative,Sadness,False,ujung kabel colokan dari gagang telepon ke pesawat telepon sudah tidak bisa terpasang sempurna.,ujung kabel colok gagang telepon pesawat telepon tidak pasang sempurna,0,2
Electronics,Telepon Kabel Sahitel S35 Pesawat Telepon Rumah Sahitel S-35 (Kuning),Jakarta Barat,116000,4.9,1382,558,1,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan,Negative,Fear,False,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim. jd kecewa bngt. ndak recomended sm penjual kyk gini. saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan. agar pelanggan merasa puas dan senang dengan pelayanan,jual kurang responsif aju tanya barang yg kirim jd kecewa bngt ndak recomended sm jual kyk gin saran bwt toko cari pegawai sikap enak responsif langgan langgan rasa puas senang layan,0,1
Electronics,Lampu LED STRIP SELANG 3528 2835 10M 220V 10 Meter 5050 Outdoor RGB,Jakarta Utara,84000,4.7,623,185,1,"sy pernah usaha jd sy tdk mau menjelekan usaha org, sya toleransi klo pertama beli colokan rusak sy anggap kurir, tpi transaksi ke-2 ini lampu 2dari 3 hanya nyala setengah, bagaimana admin jualan tidak cek dulu sebelum pac d kirim. jujur saya kecewa, saya beli barang mungkin murah tapi bukan yg rusak donk.. cukup terakhir kali belanja di toko ini",Negative,Anger,False,"sy pernah usaha jd sy tdk mau menjelekan usaha org, sya toleransi klo pertama beli colokan rusak sy anggap kurir, tpi transaksi ke-2 ini lampu 2dari 3 hanya nyala setengah, bagaimana admin jualan tidak cek dulu sebelum pac d kirim. jujur saya kecewa, saya beli barang mungkin murah tapi bukan yg rusak donk. cukup terakhir kali belanja di toko ini",sy pernah usaha jd sy tdk mau jelek usaha org sya toleransi klo pertama beli colok rusak sy anggap kurir tpi transaksi lampu nyala tengah bagaimana admin jual tidak cek dulu pac kirim jujur kecewa beli barang mungkin murah bukan yg rusak donk cukup akhir kali belanja toko,0,0
Electronics,Lampu LED STRIP SELANG 3528 2835 10M 220V 10 Meter 5050 Outdoor RGB,Jakarta Utara,84000,4.7,623,185,1,packing jelek ..brg dtng kotaknya penyot2..pesan 8 bh rusak 2 bh,Negative,Anger,False,packing jelek .brg dtng kotaknya penyot2.pesan 8 bh rusak 2 bh,packing jelek brg dtng kotak penyot pesan bh rusak bh,0,0
